Concept	PROP_W	TOTAL_GEN_FREQ
bolivian [men/male/women/female]	0.8115840893230984	1433
indian [men/male/women/female]	0.7937081050532959	191103
indigenous [men/male/women/female]	0.8757924988106449	102997
abenaki [men/male/women/female]	0.6188118811881188	202
welsh [men/male/women/female]	0.7836416086882743	5893
indonesian [men/male/women/female]	0.8650005228484785	9563
mende [men/male/women/female]	0.6870229007633588	393
aboriginal [men/male/women/female]	0.7562614834155305	62046
mennonite [men/male/women/female]	0.7612193056731583	3543
bosnian [men/male/women/female]	0.7962110960757781	3695
surinamese [men/male/women/female]	0.7970297029702971	606
metis [men/male/women/female]	0.7980225988700564	708
filipino [men/male/women/female]	0.6894126357354393	16208
brazilian [men/male/women/female]	0.8277378376491938	14327
mexican [men/male/women/female]	0.7289418449339581	47167
middle eastern [men/male/women/female]	0.6099428448182896	9273
acehnese [men/male/women/female]	0.8324488248673237	1319
breton [men/male/women/female]	0.8144171779141104	1304
swahili [men/male/women/female]	0.6817785527462947	1147
british [men/male/women/female]	0.719866255844017	102883
swazi [men/male/women/female]	0.6666666666666666	633
swedish [men/male/women/female]	0.6336098891920485	17959
pacific islander [men/male/women/female]	0.7091280653950953	2936
swiss [men/male/women/female]	0.610574478901881	3934
minangkabau [men/male/women/female]	0.6385964912280702	570
rom [men/male/women/female]	0.8864951768488746	9330
pakistani [men/male/women/female]	0.6950198325253416	13614
